course_code,sdg_number,sdg_name,addressed,justification,timestamp
ZEIT4230,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:20:14.751665
AGSM6131,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 15:20:15.255193
LAWS3393,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult",2024-11-25 15:20:15.636658
LAWS3393,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:15.636658
ACTL5100,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 15:20:16.404531
ACTL5100,7,Affordable and Clean Energy,Supported,Keywords detected: consum,2024-11-25 15:20:16.404531
ACTL5100,8,Decent Work and Economic Growth,Supported,Keywords detected: enterprise,2024-11-25 15:20:16.404531
ACTL5100,9,Industry Innovation and Infrastructure,Supported,Keywords detected: enterprise,2024-11-25 15:20:16.404531
CEIC3005,11,Sustainable Cities and Communities,Supported,Keywords detected: hazards,2024-11-25 15:20:17.607522
CEIC3005,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 15:20:17.607522
ARTS2281,10,Reduced Inequalities,Focus,"Keywords detected: culture, cult, culture, cult, culture, cult",2024-11-25 15:20:17.995293
ARTS2281,4,Quality Education,Supported,"Keywords detected: cultur, cultur, cultur",2024-11-25 15:20:17.995293
LAWS1214,15,Life on Land,Supported,Keywords detected: ground,2024-11-25 15:20:18.541150
LAWS1214,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:20:18.541150
COMP6845,4,Quality Education,Supported,Keywords detected: literacy,2024-11-25 15:20:19.083814
COMP6845,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 15:20:19.083814
DDES1040,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:19.620089
DDES1040,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 15:20:19.620089
DDES1040,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:20:19.620089
ZEIT4500,11,Sustainable Cities and Communities,Focus,"Keywords detected: creativ, creativ, sustainab, sustainab, creativ",2024-11-25 15:20:20.584193
ZEIT4500,4,Quality Education,Supported,"Keywords detected: creative, science, literacy, science, creative, science, creative",2024-11-25 15:20:20.584193
ZEIT4500,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: accountability, accountability, accountability, accountability",2024-11-25 15:20:20.584193
ZEIT4500,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog, industry, technolog",2024-11-25 15:20:20.584193
ZEIT4500,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 15:20:20.584193
ZEIT4500,13,Climate Action,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 15:20:20.584193
PSYC3371,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 15:20:21.010530
PSYC3371,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 15:20:21.010530
PSYC3371,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 15:20:21.010530
LAWS3282,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:20:21.538881
SAHT9310,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:20:22.117483
SAHT9310,4,Quality Education,Supported,"Keywords detected: creative, cultur, cultur",2024-11-25 15:20:22.117483
SAHT9310,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 15:20:22.117483
SOLA5057,7,Affordable and Clean Energy,Focus,"Keywords detected: efficiency, energy consum, energy efficien, energy efficiency, consum, efficiency, energy efficien, energy efficiency",2024-11-25 15:20:22.489619
SOLA5057,11,Sustainable Cities and Communities,Focus,"Keywords detected: efficiency, efficiency",2024-11-25 15:20:22.489619
SOLA5057,13,Climate Action,Focus,"Keywords detected: efficiency, efficiency",2024-11-25 15:20:22.489619
PLAN2003,16,"Peace, Justice and Strong Institutions",Focus,"Keywords detected: urban, urban, urban",2024-11-25 15:20:22.850210
PLAN2003,9,Industry Innovation and Infrastructure,Supported,Keywords detected: production,2024-11-25 15:20:22.850210
PTRL2019,6,Clean Water and Sanitation,Focus,"Keywords detected: water, reservoir, reservoir, reservoir",2024-11-25 15:20:23.170616
PTRL2019,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: hydrocarbon,2024-11-25 15:20:23.170616
JURD7417,13,Climate Action,Focus,"Keywords detected: human right, human right, human right, human right",2024-11-25 15:20:23.694764
JURD7417,4,Quality Education,Supported,"Keywords detected: human right, human right, human right, human right",2024-11-25 15:20:23.694764
JURD7417,10,Reduced Inequalities,Supported,"Keywords detected: just, just, social just",2024-11-25 15:20:23.694764
JURD7417,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: human rights, human rights, human rights, human rights",2024-11-25 15:20:23.694764
JURD7417,8,Decent Work and Economic Growth,Supported,Keywords detected: justice,2024-11-25 15:20:23.694764
ARCH7183,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: obligation, administration",2024-11-25 15:20:24.380087
ARCH7183,3,Good Health and Well-being,Supported,Keywords detected: delivery,2024-11-25 15:20:24.380087
ARCH7183,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:20:24.380087
ARCH7183,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 15:20:24.380087
ARCH7183,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:20:24.380087
ZEIT2207,4,Quality Education,Focus,"Keywords detected: science, science, science, science, science",2024-11-25 15:20:24.981912
ZEIT2207,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:20:24.981912
ZEIT2207,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 15:20:24.981912
ZEIT2207,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:20:24.981912
ZEIT2207,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog, technolog, technolog, technolog",2024-11-25 15:20:24.981912
ZEIT2207,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 15:20:24.981912
ZEIT2207,10,Reduced Inequalities,Supported,Keywords detected: bias,2024-11-25 15:20:24.981912
ZSPS9002,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: governance, governance, governance, governance",2024-11-25 15:20:25.303614
ZSPS9002,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:20:25.303614
ZSPS9002,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security",2024-11-25 15:20:25.303614
LAWS8087,10,Reduced Inequalities,Supported,"Keywords detected: peace, doctrine",2024-11-25 15:20:25.666554
LAWS8087,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 15:20:25.666554
LAWS8087,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: security,2024-11-25 15:20:25.666554
MINE3910,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:20:26.025944
MINE3910,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainable development",2024-11-25 15:20:26.025944
MINE3910,13,Climate Action,Focus,"Keywords detected: sustainab, environmental management",2024-11-25 15:20:26.025944
MINE3910,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:26.025944
MINE3910,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 15:20:26.025944
IDES3333,9,Industry Innovation and Infrastructure,Supported,Keywords detected: investigation,2024-11-25 15:20:26.457055
IDES3333,4,Quality Education,Focus,Keywords detected: examination,2024-11-25 15:20:26.457055
CVEN4202,15,Life on Land,Supported,"Keywords detected: ground, ground",2024-11-25 15:20:26.858349
CVEN4202,13,Climate Action,Focus,Keywords detected: oil,2024-11-25 15:20:26.858349
CVEN4202,10,Reduced Inequalities,Supported,Keywords detected: soil,2024-11-25 15:20:26.858349
ARTS3022,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:20:27.233718
ARTS3022,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:20:27.233718
ARTS3022,10,Reduced Inequalities,Supported,Keywords detected: movement,2024-11-25 15:20:27.233718
DART3110,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 15:20:28.536693
DART3110,4,Quality Education,Supported,Keywords detected: creative,2024-11-25 15:20:28.536693
EDST5805,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:20:29.138189
EDST5805,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:20:29.138189
MANF4100,12,Responsible Consumption and Production,Supported,"Keywords detected: manufacturing system, manufacturing system",2024-11-25 15:20:29.691904
MANF4100,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 15:20:29.691904
MANF4100,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 15:20:29.691904
MANF4100,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 15:20:29.691904
MANF4100,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 15:20:29.691904
PSYC7212,4,Quality Education,Focus,"Keywords detected: psychological disorder, psychological disorder, cultur, psychological disorder, cultur",2024-11-25 15:20:30.062036
PSYC7212,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 15:20:30.062036
JURD7370,8,Decent Work and Economic Growth,Supported,"Keywords detected: firm, justice",2024-11-25 15:20:30.856968
JURD7370,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:20:30.856968
JURD7370,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: obligation,2024-11-25 15:20:30.856968
JURD7370,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:20:30.856968
ARTS3241,8,Decent Work and Economic Growth,Supported,"Keywords detected: environmental change, justice, justice, justice",2024-11-25 15:20:31.275687
ARTS3241,10,Reduced Inequalities,Supported,"Keywords detected: just, just, just, species",2024-11-25 15:20:31.275687
ARTS3241,13,Climate Action,Supported,Keywords detected: environmental change,2024-11-25 15:20:31.275687
ARTS3241,14,Life Below Water,Focus,Keywords detected: species,2024-11-25 15:20:31.275687
JURD7325,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 15:20:32.011999
JURD7325,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: dispute,2024-11-25 15:20:32.011999
PHCM9041,3,Good Health and Well-being,Supported,"Keywords detected: public health, public health, population health, health care, health care, public health",2024-11-25 15:20:32.742456
PHCM9041,10,Reduced Inequalities,Supported,Keywords detected: equity,2024-11-25 15:20:32.742456
PHCM9041,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: equity,2024-11-25 15:20:32.742456
PHCM9041,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:20:32.742456
LING5027,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 15:20:33.180868
LAWS8220,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, economy",2024-11-25 15:20:34.089078
LAWS8220,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 15:20:34.089078
BIOM9701,15,Life on Land,Supported,Keywords detected: blood pressure,2024-11-25 15:20:34.546149
BIOM9701,5,Gender Equality,Supported,Keywords detected: medical,2024-11-25 15:20:34.546149
CEIC2009,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 15:20:35.356768
CEIC2009,6,Clean Water and Sanitation,Focus,Keywords detected: liquid,2024-11-25 15:20:35.356768
SWCH9014,1,No Poverty,Focus,"Keywords detected: pregnan, pregnan, pregnan, pregnan",2024-11-25 15:20:35.899380
SWCH9014,3,Good Health and Well-being,Supported,Keywords detected: pregnancy complications,2024-11-25 15:20:35.899380
SWCH9014,5,Gender Equality,Supported,Keywords detected: medical,2024-11-25 15:20:35.899380
EDST1143,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:20:36.927588
EDST1143,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, school",2024-11-25 15:20:36.927588
EDST1143,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:20:36.927588
EDST1143,4,Quality Education,Supported,Keywords detected: identity,2024-11-25 15:20:36.927588
EDST1143,10,Reduced Inequalities,Supported,Keywords detected: bias,2024-11-25 15:20:36.927588
EDST1143,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: liability,2024-11-25 15:20:36.927588
JURD7716,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: production, technolog, production",2024-11-25 15:20:37.679536
JURD7716,6,Clean Water and Sanitation,Focus,Keywords detected: water,2024-11-25 15:20:37.679536
JURD7716,10,Reduced Inequalities,Focus,"Keywords detected: heritage, cult",2024-11-25 15:20:37.679536
JURD7716,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 15:20:37.679536
JURD7716,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, cultural heritage",2024-11-25 15:20:37.679536
LAWS3541,15,Life on Land,Supported,Keywords detected: land,2024-11-25 15:20:37.920360
EDST6755,13,Climate Action,Focus,Keywords detected: abuse,2024-11-25 15:20:39.715268
ELEC3705,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 15:20:40.262137
PHCM2100,3,Good Health and Well-being,Supported,"Keywords detected: healthcare, healthcare, healthcare, healthcare, healthcare, healthcare, health care, health care",2024-11-25 15:20:41.196215
PHCM2100,4,Quality Education,Focus,Keywords detected: chance,2024-11-25 15:20:41.196215
PHCM2100,10,Reduced Inequalities,Supported,Keywords detected: bias,2024-11-25 15:20:41.196215
MDIA5022,8,Decent Work and Economic Growth,Supported,Keywords detected: resolution,2024-11-25 15:20:41.699649
DDES9015,11,Sustainable Cities and Communities,Focus,"Keywords detected: creativ, creativ",2024-11-25 15:20:42.259020
DDES9015,8,Decent Work and Economic Growth,Supported,"Keywords detected: entrepr, entrepr, entrepr",2024-11-25 15:20:42.259020
DDES9015,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: innovation, innovation",2024-11-25 15:20:42.259020
ZEIT8513,6,Clean Water and Sanitation,Focus,Keywords detected: liquid,2024-11-25 15:20:42.639027
FOOD1130,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 15:20:43.353839
FOOD1130,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 15:20:43.353839
FOOD1130,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 15:20:43.353839
ARTS3015,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, industry",2024-11-25 15:20:44.255466
BLDG1013,4,Quality Education,Supported,Keywords detected: higher education,2024-11-25 15:20:44.607079
BLDG1013,11,Sustainable Cities and Communities,Supported,Keywords detected: education,2024-11-25 15:20:44.607079
ZEIT8042,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: exploitation,2024-11-25 15:20:45.755776
