course_code,sdg_number,sdg_name,addressed,justification,timestamp
MGMT5613,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:18:05.379236
MGMT5613,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 13:18:05.379236
MGMT5613,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:18:05.379236
MGMT5613,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:18:05.379236
MGMT5613,15,Life on Land,Supported,Keywords detected: ground,2024-11-25 13:18:05.379236
MGMT5803,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business, business",2024-11-25 13:18:06.531119
MGMT5803,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: innovation, innovation, technolog",2024-11-25 13:18:06.531119
MGMT5803,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:18:06.531119
MGMT5803,10,Reduced Inequalities,Supported,"Keywords detected: cult, just",2024-11-25 13:18:06.531119
MGMT5803,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 13:18:06.531119
INFS3020,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 13:18:13.427455
INFS3020,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business",2024-11-25 13:18:13.427455
INFS3020,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 13:18:13.427455
INFS3020,4,Quality Education,Supported,"Keywords detected: cultur, cultur",2024-11-25 13:18:13.427455
INFS3020,10,Reduced Inequalities,Supported,"Keywords detected: belief, cult, cult",2024-11-25 13:18:13.427455
INFS2604,9,Industry Innovation and Infrastructure,Supported,Keywords detected: technolog,2024-11-25 13:18:16.293079
INFS2604,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:18:16.293079
INFS2604,11,Sustainable Cities and Communities,Focus,Keywords detected: creativ,2024-11-25 13:18:16.293079
ACCT5919,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, commerce",2024-11-25 13:18:18.246179
ACCT5919,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:18:18.246179
ACCT5919,9,Industry Innovation and Infrastructure,Supported,Keywords detected: commerce,2024-11-25 13:18:18.246179
ACCT5919,12,Responsible Consumption and Production,Supported,Keywords detected: commerce,2024-11-25 13:18:18.246179
ACCT5919,15,Life on Land,Supported,Keywords detected: ground,2024-11-25 13:18:18.246179
ECON3121,8,Decent Work and Economic Growth,Supported,Keywords detected: trade,2024-11-25 13:18:19.240148
ECON3121,9,Industry Innovation and Infrastructure,Supported,Keywords detected: trade,2024-11-25 13:18:19.240148
ECON3121,10,Reduced Inequalities,Supported,"Keywords detected: just, cult",2024-11-25 13:18:19.240148
FINS2618,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, exchange, finance, finance",2024-11-25 13:18:24.397285
FINS2618,10,Reduced Inequalities,Supported,Keywords detected: equity,2024-11-25 13:18:24.397285
FINS2618,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: equity,2024-11-25 13:18:24.397285
FINS2618,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 13:18:24.397285
AGSM9274,10,Reduced Inequalities,Supported,Keywords detected: social responsibil,2024-11-25 13:18:27.590348
FINS5530,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, capital",2024-11-25 13:18:28.670367
FINS5530,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:18:28.670367
TABL2793,13,Climate Action,Focus,"Keywords detected: environmental problem, environmental problem, environmental problem, decision-making, environmental problem",2024-11-25 13:18:33.749020
TABL2793,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:18:33.749020
FINS3610,13,Climate Action,Focus,Keywords detected: mitigation,2024-11-25 13:18:34.648029
ECON7204,12,Responsible Consumption and Production,Supported,Keywords detected: fall,2024-11-25 13:18:35.692270
INFS5959,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, threats, security, threats",2024-11-25 13:18:39.915799
INFS5959,6,Clean Water and Sanitation,Supported,"Keywords detected: pond, law enforcement",2024-11-25 13:18:39.915799
INFS5959,9,Industry Innovation and Infrastructure,Focus,Keywords detected: r and d,2024-11-25 13:18:39.915799
INFS5959,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:18:39.915799
FINS2618,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, exchange, finance, finance",2024-11-25 13:18:42.460653
FINS2618,10,Reduced Inequalities,Supported,Keywords detected: equity,2024-11-25 13:18:42.460653
FINS2618,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: equity,2024-11-25 13:18:42.460653
FINS2618,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 13:18:42.460653
COMM5010,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:18:58.371148
COMM5010,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:18:58.371148
COMM5010,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:18:58.371148
COMM5010,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business, business",2024-11-25 13:18:58.371148
COMM5010,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: innovation, innovation, innovation",2024-11-25 13:18:58.371148
COMM5010,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:18:58.371148
COMM5010,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:18:58.371148
COMM5999,13,Climate Action,Focus,Keywords detected: judgement,2024-11-25 13:19:02.120919
COMM5999,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 13:19:02.120919
MNGT5520,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business, business",2024-11-25 13:19:05.849962
MNGT5520,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:19:05.849962
INFS5997,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:19:14.185266
INFS5997,9,Industry Innovation and Infrastructure,Supported,Keywords detected: exploration,2024-11-25 13:19:14.185266
INFS5997,16,"Peace, Justice and Strong Institutions",Focus,Keywords detected: enable,2024-11-25 13:19:14.185266
INFS5997,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 13:19:14.185266
INFS5997,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:19:14.185266
INFS5997,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:19:14.185266
INFS5997,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:19:14.185266
INFS5997,6,Clean Water and Sanitation,Supported,Keywords detected: opportunity,2024-11-25 13:19:14.185266
MNGT5522,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: transaction, transaction, transaction, transaction",2024-11-25 13:19:17.842834
MNGT5522,9,Industry Innovation and Infrastructure,Supported,Keywords detected: integration,2024-11-25 13:19:17.842834
MNGT5522,8,Decent Work and Economic Growth,Supported,"Keywords detected: company, business",2024-11-25 13:19:17.842834
FINS5516,8,Decent Work and Economic Growth,Supported,"Keywords detected: firm, exchange, exchange, finance",2024-11-25 13:19:18.795175
FINS5516,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:19:18.795175
INFS5848,15,Life on Land,Supported,Keywords detected: land,2024-11-25 13:19:19.585754
ECON5324,8,Decent Work and Economic Growth,Supported,Keywords detected: public policy,2024-11-25 13:19:25.474820
ECON5324,13,Climate Action,Supported,Keywords detected: public policy,2024-11-25 13:19:25.474820
ACTL3301,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:19:31.751401
COMM5008,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, company, business",2024-11-25 13:19:33.798263
COMM5008,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 13:19:33.798263
FINS5535,8,Decent Work and Economic Growth,Supported,"Keywords detected: pay, pay",2024-11-25 13:19:37.052594
MARK4211,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: threats,2024-11-25 13:19:37.867355
TABL3033,8,Decent Work and Economic Growth,Supported,"Keywords detected: pay, pay",2024-11-25 13:19:38.765870
TABL3033,13,Climate Action,Focus,Keywords detected: vulnerable,2024-11-25 13:19:38.765870
TABL3033,1,No Poverty,Supported,Keywords detected: vulnerable,2024-11-25 13:19:38.765870
TABL3033,4,Quality Education,Supported,"Keywords detected: cultur, variety",2024-11-25 13:19:38.765870
TABL3033,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:19:38.765870
TABL3033,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 13:19:38.765870
FINS3655,10,Reduced Inequalities,Supported,"Keywords detected: bias, bias",2024-11-25 13:19:39.889900
FINS3655,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, trade, business",2024-11-25 13:19:39.889900
FINS3655,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: trade, innovation",2024-11-25 13:19:39.889900
FINS3655,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:19:39.889900
AGSM9150,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: innovation, technolog, industry, technolog, innovation, innovation, innovation, innovation, innovation, innovation",2024-11-25 13:19:45.633557
AGSM9150,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, funding, business, business",2024-11-25 13:19:45.633557
AGSM9150,1,No Poverty,Focus,Keywords detected: ecosystem,2024-11-25 13:19:45.633557
AGSM9150,13,Climate Action,Focus,Keywords detected: internationalisation,2024-11-25 13:19:45.633557
AGSM9150,7,Affordable and Clean Energy,Supported,Keywords detected: alternative,2024-11-25 13:19:45.633557
AGSM9150,12,Responsible Consumption and Production,Supported,Keywords detected: ecosystem,2024-11-25 13:19:45.633557
FINS5539,7,Affordable and Clean Energy,Supported,Keywords detected: power,2024-11-25 13:19:46.218242
FINS5539,9,Industry Innovation and Infrastructure,Supported,Keywords detected: industry,2024-11-25 13:19:46.218242
AGSM9164,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, sustainab, sustainab, sustainab, sustainab, emission, sustainab, resilience, sustainab",2024-11-25 13:19:47.031893
AGSM9164,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainab, sustainab, sustainab, abatement, reduction, sustainab, sustainab, resilience, sustainab",2024-11-25 13:19:47.031893
AGSM9164,13,Climate Action,Focus,"Keywords detected: sustainab, sustainab, sustainab, sustainab, sustainab, sustainab, resilience, sustainab",2024-11-25 13:19:47.031893
AGSM9164,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business, business",2024-11-25 13:19:47.031893
AGSM9164,12,Responsible Consumption and Production,Supported,Keywords detected: reduction,2024-11-25 13:19:47.031893
FINS2643,3,Good Health and Well-being,Supported,"Keywords detected: social security, risks",2024-11-25 13:19:50.146357
FINS2643,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, social security",2024-11-25 13:19:50.146357
ACTL3143,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, capital, business",2024-11-25 13:19:53.740769
ACTL3143,14,Life Below Water,Supported,"Keywords detected: deep, deep, deep, deep, deep",2024-11-25 13:19:53.740769
AGSM9137,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, economy, finance",2024-11-25 13:19:54.190057
AGSM9137,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 13:19:54.190057
AGSM9140,13,Climate Action,Focus,Keywords detected: globalis,2024-11-25 13:19:57.668855
AGSM9140,8,Decent Work and Economic Growth,Supported,"Keywords detected: corporation, capital, exchange, determination, exchange, capital, funding, corporation",2024-11-25 13:19:57.668855
AGSM9140,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:19:57.668855
ACTL3141,11,Sustainable Cities and Communities,Focus,"Keywords detected: mortality, mortality",2024-11-25 13:19:58.294047
INFS3303,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:20:02.708441
INFS3303,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog, technolog, industry",2024-11-25 13:20:02.708441
INFS3303,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 13:20:02.708441
INFS3303,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 13:20:02.708441
INFS3303,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 13:20:02.708441
INFS3303,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:20:02.708441
INFS3303,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:20:02.708441
INFS3303,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: security,2024-11-25 13:20:02.708441
MFIN6205,3,Good Health and Well-being,Supported,"Keywords detected: risks, risks",2024-11-25 13:20:03.762772
MFIN6205,8,Decent Work and Economic Growth,Supported,Keywords detected: capital,2024-11-25 13:20:03.762772
MFIN6205,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:20:03.762772
MFIN6205,13,Climate Action,Focus,Keywords detected: mitigation,2024-11-25 13:20:03.762772
MFIN6205,6,Clean Water and Sanitation,Supported,Keywords detected: river,2024-11-25 13:20:03.762772
MARK3089,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:20:06.029239
MGMT5610,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:20:07.920731
MGMT5610,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:20:07.920731
MGMT5610,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:20:07.920731
MGMT5610,15,Life on Land,Supported,Keywords detected: ground,2024-11-25 13:20:07.920731
MGMT5610,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, alternative",2024-11-25 13:20:07.920731
MGMT5610,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:20:07.920731
MGMT5610,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:20:07.920731
MGMT5611,8,Decent Work and Economic Growth,Supported,"Keywords detected: organization, business",2024-11-25 13:20:08.934430
MGMT5611,11,Sustainable Cities and Communities,Supported,Keywords detected: education,2024-11-25 13:20:08.934430
ECON5301,10,Reduced Inequalities,Supported,Keywords detected: just,2024-11-25 13:20:10.534823
ECON5301,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 13:20:10.534823
ECON5301,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 13:20:10.534823
ECON5301,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 13:20:10.534823
COMM1150,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business",2024-11-25 13:20:15.640795
COMM1150,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 13:20:15.640795
COMM1150,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 13:20:15.640795
COMM1150,13,Climate Action,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 13:20:15.640795
COMM1150,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:20:15.640795
COMM1150,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 13:20:15.640795
ACCT5943,7,Affordable and Clean Energy,Supported,"Keywords detected: alternative, sustainab",2024-11-25 13:20:18.367807
ACCT5943,13,Climate Action,Focus,"Keywords detected: judgement, sustainab",2024-11-25 13:20:18.367807
ACCT5943,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:20:18.367807
ACCT5943,8,Decent Work and Economic Growth,Supported,Keywords detected: firm,2024-11-25 13:20:18.367807
ECON2107,15,Life on Land,Focus,"Keywords detected: labour, labour, labour, labour",2024-11-25 13:20:24.216753
ECON2107,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, firm, employment",2024-11-25 13:20:24.216753
ECON2107,10,Reduced Inequalities,Supported,Keywords detected: discrimination,2024-11-25 13:20:24.216753
ECON2107,11,Sustainable Cities and Communities,Supported,Keywords detected: education,2024-11-25 13:20:24.216753
ECON2107,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: discrimination,2024-11-25 13:20:24.216753
ECON3127,7,Affordable and Clean Energy,Focus,Keywords detected: efficiency,2024-11-25 13:20:27.804846
ECON3127,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 13:20:27.804846
ECON3127,13,Climate Action,Focus,"Keywords detected: efficiency, climate change",2024-11-25 13:20:27.804846
ECON3127,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:20:27.804846
ECON3127,6,Clean Water and Sanitation,Focus,Keywords detected: water,2024-11-25 13:20:27.804846
ECON2206,4,Quality Education,Focus,Keywords detected: science,2024-11-25 13:20:29.542342
ECON2206,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, business",2024-11-25 13:20:29.542342
ECON2206,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:20:29.542342
ECON2206,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:20:29.542342
ECON2206,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:20:29.542342
MGMT2001,9,Industry Innovation and Infrastructure,Supported,Keywords detected: innovation,2024-11-25 13:20:30.138409
MGMT2001,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 13:20:30.138409
ACTL4002,8,Decent Work and Economic Growth,Supported,"Keywords detected: enterprise, capital, business",2024-11-25 13:20:33.415649
ACTL4002,9,Industry Innovation and Infrastructure,Supported,Keywords detected: enterprise,2024-11-25 13:20:33.415649
ACTL4002,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:20:33.415649
ACTL4002,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:20:33.415649
ACTL4002,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 13:20:33.415649
INFS2822,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:20:34.641953
INFS2822,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 13:20:34.641953
TABL5523,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, determination, business, pay",2024-11-25 13:20:35.146599
FINS5544,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, corporate governance",2024-11-25 13:20:36.956588
FINS5544,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 13:20:36.956588
FINS5544,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:20:36.956588
FINS5544,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 13:20:36.956588
FINS5544,10,Reduced Inequalities,Supported,Keywords detected: social responsibil,2024-11-25 13:20:36.956588
MNGT5388,13,Climate Action,Focus,Keywords detected: gender,2024-11-25 13:20:42.048116
MNGT5388,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:20:42.048116
MNGT5388,5,Gender Equality,Supported,Keywords detected: gender,2024-11-25 13:20:42.048116
MNGT5388,8,Decent Work and Economic Growth,Supported,Keywords detected: conflicts,2024-11-25 13:20:42.048116
MNGT5388,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:20:42.048116
MNGT5388,7,Affordable and Clean Energy,Supported,Keywords detected: power,2024-11-25 13:20:42.048116
COMM5020,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:20:44.319350
COMM5020,4,Quality Education,Supported,"Keywords detected: cultur, variety, cultur",2024-11-25 13:20:44.319350
COMM5020,10,Reduced Inequalities,Supported,"Keywords detected: cult, cult",2024-11-25 13:20:44.319350
ECON5304,6,Clean Water and Sanitation,Supported,Keywords detected: pond,2024-11-25 13:20:45.971763
ECON5304,8,Decent Work and Economic Growth,Supported,Keywords detected: economy,2024-11-25 13:20:45.971763
ECON5304,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:20:45.971763
ECON5304,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:20:45.971763
MARK3202,8,Decent Work and Economic Growth,Supported,"Keywords detected: enterprise, business",2024-11-25 13:20:46.996997
MARK3202,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: enterprise, industry",2024-11-25 13:20:46.996997
INFS5831,3,Good Health and Well-being,Supported,"Keywords detected: risks, risks",2024-11-25 13:20:47.823043
INFS5831,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:20:47.823043
INFS5831,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security",2024-11-25 13:20:47.823043
AGSM9141,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: transaction, transaction, transaction, transaction",2024-11-25 13:20:53.380512
AGSM9141,9,Industry Innovation and Infrastructure,Supported,Keywords detected: integration,2024-11-25 13:20:53.380512
AGSM9141,8,Decent Work and Economic Growth,Supported,"Keywords detected: company, business",2024-11-25 13:20:53.380512
INFS5777,8,Decent Work and Economic Growth,Supported,"Keywords detected: economy, business, business",2024-11-25 13:20:54.614471
INFS5777,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog, technolog, technolog",2024-11-25 13:20:54.614471
INFS5777,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:20:54.614471
INFS5777,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:20:54.614471
INFS5777,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: security,2024-11-25 13:20:54.614471
MARK2101,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:20:54.943113
TABL5543,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, corporate governance, company, business, business, business",2024-11-25 13:20:57.658987
TABL5543,9,Industry Innovation and Infrastructure,Supported,Keywords detected: governance,2024-11-25 13:20:57.658987
TABL5543,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 13:20:57.658987
COMM5615,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:21:00.343573
ECON5258,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business",2024-11-25 13:21:01.478292
AGSM9156,8,Decent Work and Economic Growth,Supported,"Keywords detected: entrepr, entrepr, business, funding, entrepr, entrepr",2024-11-25 13:21:03.744019
AGSM9156,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: obligation,2024-11-25 13:21:03.744019
ECON3210,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, finance, business",2024-11-25 13:21:12.491607
ECON3210,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:21:12.491607
ECON3210,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:21:12.491607
ECON3210,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:21:12.491607
COMM1140,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: transaction,2024-11-25 13:21:16.202801
COMM1140,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, capital, business, capital",2024-11-25 13:21:16.202801
COMM1140,7,Affordable and Clean Energy,Focus,Keywords detected: sustainab,2024-11-25 13:21:16.202801
COMM1140,11,Sustainable Cities and Communities,Focus,Keywords detected: sustainab,2024-11-25 13:21:16.202801
COMM1140,13,Climate Action,Focus,Keywords detected: sustainab,2024-11-25 13:21:16.202801
MARK8995,7,Affordable and Clean Energy,Supported,Keywords detected: consum,2024-11-25 13:21:20.714346
INFS3603,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:21:21.127681
INFS3603,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 13:21:21.127681
INFS3603,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:21:21.127681
INFS3603,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: accountability,2024-11-25 13:21:21.127681
MGMT3701,8,Decent Work and Economic Growth,Supported,"Keywords detected: employment, employment, employment, employment",2024-11-25 13:21:22.199244
MGMT3701,7,Affordable and Clean Energy,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 13:21:22.199244
MGMT3701,11,Sustainable Cities and Communities,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 13:21:22.199244
MGMT3701,13,Climate Action,Focus,"Keywords detected: sustainab, sustainab",2024-11-25 13:21:22.199244
MGMT3701,15,Life on Land,Focus,Keywords detected: labour,2024-11-25 13:21:22.199244
MGMT3701,10,Reduced Inequalities,Supported,Keywords detected: equity,2024-11-25 13:21:22.199244
MGMT3701,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: equity,2024-11-25 13:21:22.199244
INFS1701,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 13:21:26.980593
INFS1701,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business",2024-11-25 13:21:26.980593
INFS1701,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security",2024-11-25 13:21:26.980593
INFS1701,4,Quality Education,Supported,Keywords detected: cultur,2024-11-25 13:21:26.980593
INFS1701,10,Reduced Inequalities,Supported,Keywords detected: cult,2024-11-25 13:21:26.980593
ACTL5109,4,Quality Education,Focus,Keywords detected: science,2024-11-25 13:21:34.748223
ACTL5109,13,Climate Action,Supported,Keywords detected: decision-making,2024-11-25 13:21:34.748223
ACTL5109,8,Decent Work and Economic Growth,Supported,Keywords detected: funds,2024-11-25 13:21:34.748223
ACTL5109,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:21:34.748223
ACTL5109,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: liability,2024-11-25 13:21:34.748223
ACCT3601,8,Decent Work and Economic Growth,Supported,Keywords detected: capital,2024-11-25 13:21:36.033059
FINS5546,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:21:38.538963
FINS5546,7,Affordable and Clean Energy,Focus,"Keywords detected: efficiency, alternative",2024-11-25 13:21:38.538963
FINS5546,11,Sustainable Cities and Communities,Focus,Keywords detected: efficiency,2024-11-25 13:21:38.538963
FINS5546,13,Climate Action,Focus,Keywords detected: efficiency,2024-11-25 13:21:38.538963
FINS5546,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: industry, technolog",2024-11-25 13:21:38.538963
FINS5546,8,Decent Work and Economic Growth,Supported,"Keywords detected: finance, finance",2024-11-25 13:21:38.538963
RISK5009,11,Sustainable Cities and Communities,Supported,Keywords detected: foundation,2024-11-25 13:21:40.097065
RISK5009,3,Good Health and Well-being,Supported,Keywords detected: risks,2024-11-25 13:21:40.097065
RISK5009,10,Reduced Inequalities,Supported,Keywords detected: disadvantage,2024-11-25 13:21:40.097065
RISK5009,16,"Peace, Justice and Strong Institutions",Supported,Keywords detected: disadvantage,2024-11-25 13:21:40.097065
MNGT5282,10,Reduced Inequalities,Supported,"Keywords detected: just, just",2024-11-25 13:21:44.236678
INFS5917,9,Industry Innovation and Infrastructure,Supported,"Keywords detected: technolog, technolog",2024-11-25 13:21:45.357583
INFS5917,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, resolution, business, business",2024-11-25 13:21:45.357583
INFS5917,16,"Peace, Justice and Strong Institutions",Supported,"Keywords detected: security, security",2024-11-25 13:21:45.357583
COMM1190,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:21:46.182773
COMM1190,8,Decent Work and Economic Growth,Supported,Keywords detected: business,2024-11-25 13:21:46.182773
FINS3635,8,Decent Work and Economic Growth,Supported,"Keywords detected: pay, pay",2024-11-25 13:21:51.943544
COMM5005,4,Quality Education,Supported,Keywords detected: variety,2024-11-25 13:21:52.484630
COMM5005,8,Decent Work and Economic Growth,Supported,"Keywords detected: business, business, business, business",2024-11-25 13:21:52.484630
